0:00:09,81.2,2319,Start
0:00:10,81.2,2319,
0:00:10,81.2,2318,
0:00:10,81.2,2318,
0:00:10,81.2,2319,
0:00:10,81.2,2318,
0:00:10,81.2,2318,
0:00:10,81.2,2318,
0:00:11,81.2,2318,
0:00:11,81.2,2318,
0:00:11,81.2,2317,
0:00:11,81.2,2318,
0:00:11,81.2,2318,
0:00:11,81.2,2318,
0:00:12,81.2,2318,
0:00:12,81.2,0,AGL Reset
0:00:12,81.2,0,
0:00:12,81.2,0,
0:00:12,81.2,0,
0:00:12,81.2,0,
0:00:13,81.2,0,
0:00:13,81.2,0,
0:00:13,81.2,1,
0:00:13,81.2,1,
0:00:13,81.2,1,
0:00:13,81.2,0,
0:00:13,81.2,0,
0:00:14,81.2,0,
0:00:14,81.2,1,
0:00:14,81.2,0,
0:00:14,81.2,0,
0:00:14,81.2,0,
0:00:14,81.2,0,
0:00:15,81.2,1,
0:00:15,81.2,0,
0:00:15,81.2,0,
0:00:15,81.2,0,
0:00:15,81.2,0,
0:00:15,81.2,0,
0:00:15,81.2,0,
0:00:16,81.2,0,
0:00:16,81.2,1,
0:00:16,81.2,1,
0:00:16,81.2,1,
0:00:16,81.2,1,
0:00:16,81.2,1,
0:00:17,81.2,1,
0:00:17,81.2,1,
0:00:17,81.2,2,
0:00:17,81.2,2,
0:00:17,81.2,2,
0:00:17,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,2,
0:00:18,81.2,1,
0:00:19,81.2,2,
0:00:19,81.2,1,
0:00:19,81.2,1,
0:00:19,81.2,2,
0:00:19,81.2,2,
0:00:19,81.2,2,
0:00:20,81.2,2,
0:00:20,81.2,2,
0:00:20,81.2,2,
0:00:20,81.2,2,
0:00:20,81.2,2,
0:00:20,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:21,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,2,
0:00:22,81.2,3,
0:00:23,81.2,2,
0:00:23,81.2,2,
0:00:23,81.2,2,
0:00:23,81.2,2,
0:00:23,81.2,3,
0:00:23,81.2,3,
0:00:23,81.2,2,
0:00:24,81.2,2,
0:00:24,81.2,3,
0:00:24,81.2,2,
0:00:24,81.2,2,
0:00:24,81.2,2,
0:00:24,81.2,2,
0:00:24,81.2,2,
0:00:24,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:25,81.2,2,
0:00:26,81.2,1,
0:00:26,81.2,1,
0:00:26,81.2,2,
0:00:26,81.2,2,
0:00:26,81.2,2,
0:00:26,81.2,2,
0:00:26,81.2,2,
0:00:26,81.2,3,
0:00:27,81.2,3,
0:00:27,81.2,3,
0:00:27,81.2,3,
0:00:27,81.2,3,
0:00:27,81.2,3,
0:00:27,81.2,2,
0:00:27,81.2,3,
0:00:27,81.2,3,
0:00:28,81.2,2,
0:00:28,81.3,2,
0:00:28,81.3,2,
0:00:28,81.4,1,
0:00:28,81.5,1,
0:00:28,81.6,0,
0:00:29,81.8,0,
0:00:29,81.9,0,
0:00:29,82,0,
0:00:29,82,0,
0:00:29,82,0,
0:00:29,81.9,0,
0:00:30,81.9,-1,
0:00:30,81.8,-1,
0:00:30,81.8,-1,
0:00:30,81.7,-1,
0:00:30,81.7,-1,
0:00:30,81.7,-1,
0:00:30,81.6,-2,
0:00:31,81.6,-1,
0:00:31,81.6,-2,
0:00:31,81.6,-2,
0:00:31,81.6,-2,
0:00:31,81.6,-2,
0:00:31,81.6,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:32,81.5,-2,
0:00:33,81.5,-2,
0:00:33,81.5,-2,
0:00:33,81.5,-2,
0:00:33,81.5,-2,
0:00:33,81.5,-2,
0:00:33,81.5,-2,
0:00:34,81.5,-2,
0:00:34,81.5,-2,
0:00:34,81.5,-2,
0:00:34,81.5,-2,
0:00:34,81.5,-2,
0:00:34,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:35,81.5,-2,
0:00:36,81.5,-2,
0:00:36,81.5,-2,
0:00:36,81.5,-2,
0:00:36,81.5,-2,
0:00:36,81.5,-2,
0:00:36,81.5,-2,
0:00:37,81.5,-2,
0:00:37,81.5,-1,
0:00:37,81.5,-1,
0:00:37,81.5,-1,
0:00:37,81.5,-1,
0:00:37,81.5,-1,
0:00:37,81.5,-1,
0:00:38,81.5,-1,
0:00:38,81.5,-2,
0:00:38,81.6,-2,
0:00:38,81.7,-2,
